administrative_district,year,population_density,log_popdens,normalized_local_density,normalized_london_density,share_of_london_pop,tubestationsperperson,map_code,tube_stations_add,tube_stations_cum,train_stations,tube_station_density,train_station_density,area,population,ring,year_1801,year_1811,year_1821,year_1831,year_1841,year_1851,year_1861,year_1871,year_1881,year_1891,year_1901,year_1911,year_1921,year_1931,year_1941,year_1951,year_1961,year_1971,year_1981,year_1991,year_2001,barking_and_dagenham,barnet,bexley,brent,bromley,camden,city_of_london,croydon,ealing,enfield,greenwich,hackney,hammersmith_and_fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington_and_chelsea,kingston_upon_thames,lambeth,lewisham,merton,newham,redbridge,richmond_upon_thames,southwark,sutton,tower_hamlets,waltham_forest,wandsworth,westminster,logtsd,pop_dens_10yearsago,pop_dens_20yearsago,pop_dens_10yearsfuture,pop_dens_20yearsfuture
Hackney,1841,3581,8.18,0.18,0.07,0.04,0,9,0,0,,0,,19.06,68246,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,1330,4982,9044
Hackney,1851,4982,8.51,0.25,0.1,0.04,0,9,0,0,,0,,19.06,94961,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,1862,9044,13107
Hackney,1861,9044,9.11,0.45,0.18,0.06,0,9,0,0,,0,,19.06,172385,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4982,3581,13107,17169
Hackney,1871,13107,9.48,0.66,0.26,0.06,0,9,0,0,,0,,19.06,249810,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9044,4982,17169,19371
Hackney,1881,17169,9.75,0.86,0.34,0.07,0,9,0,0,,0,,19.06,327234,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13107,9044,19371,19629
Hackney,1891,19371,9.87,0.97,0.38,0.07,0,9,0,0,,0,,19.06,369209,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17169,13107,19629,19891
Hackney,1901,19629,9.88,0.99,0.38,0.06,0,9,0,0,,0,,19.06,374132,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19371,17169,19891,19332
Hackney,1911,19891,9.9,1,0.39,0.05,0,9,0,0,,0,,19.06,379120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19629,19371,19332,18789
Hackney,1921,19332,9.87,0.97,0.38,0.05,0,9,0,0,,0,,19.06,368469,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19891,19629,18789,16028
Hackney,1931,18789,9.84,0.94,0.37,0.04,0,9,0,0,,0,,19.06,358117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19332,19891,16028,13674
Hackney,1941,16028,9.68,0.81,0.31,0.04,0,9,1,1,,0.0524659,,19.06,305501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511359,18789,19332,13674,12619
Hackney,1951,13674,9.52,0.69,0.27,0.03,0,9,0,1,,0.0524659,,19.06,260626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511359,16028,18789,12619,11646
Hackney,1961,12619,9.44,0.63,0.25,0.03,0,9,0,1,,0.0524659,,19.06,240521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511359,13674,16028,11646,9420
Hackney,1971,11646,9.36,0.59,0.23,0.03,0,9,0,1,,0.0524659,,19.06,221975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511359,12619,13674,9420,9853
Hackney,1981,9420,9.15,0.47,0.18,0.03,0,9,0,1,,0.0524659,,19.06,179536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511359,11646,12619,9853,10641
Hackney,1991,9853,9.2,0.5,0.19,0.03,0,9,0,1,,0.0524659,,19.06,187792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511359,9420,11646,10641,0
Hackney,2001,10641,9.27,0.53,0.21,0.03,0,9,0,1,,0.0524659,,19.06,202819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511359,9853,9420,0,0
Hammersmith and Fulham,1801,611,6.41,0.04,0.01,0.01,0,4,0,0,,0,,16.4,10016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,933
Hammersmith and Fulham,1811,810,6.7,0.05,0.02,0.01,0,4,0,0,,0,,16.4,13276,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,933,1073
Hammersmith and Fulham,1821,933,6.84,0.05,0.02,0.01,0,4,0,0,,0,,16.4,15307,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,611,1073,1404
Hammersmith and Fulham,1831,1073,6.98,0.06,0.02,0.01,0,4,0,0,,0,,16.4,17602,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,810,1404,1830
Hammersmith and Fulham,1841,1404,7.25,0.08,0.03,0.01,0,4,0,0,,0,,16.4,23022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,933,1830,3510
Hammersmith and Fulham,1851,1830,7.51,0.11,0.04,0.01,0,4,0,0,,0,,16.4,30012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,1073,3510,5190
Hammersmith and Fulham,1861,3510,8.16,0.2,0.07,0.02,0,4,0,0,,0,,16.4,57562,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,1404,5190,6870
Hammersmith and Fulham,1871,5190,8.55,0.3,0.1,0.02,0,4,2,2,,0.1219512,,16.4,85112,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1150693,3510,1830,6870,11302
Hammersmith and Fulham,1881,6870,8.83,0.4,0.13,0.02,0,4,5,7,,0.4268293,,16.4,112662,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3554547,5190,3510,11302,13644
Hammersmith and Fulham,1891,11302,9.33,0.66,0.22,0.03,0,4,0,7,,0.4268293,,16.4,185350,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3554547,6870,5190,13644,16474
Hammersmith and Fulham,1901,13644,9.52,0.79,0.27,0.04,0,4,1,8,,0.4878049,,16.4,223755,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3973018,11302,6870,16474,16823
Hammersmith and Fulham,1911,16474,9.71,0.96,0.32,0.04,0,4,4,12,,0.7317073,,16.4,270177,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5491078,13644,11302,16823,17180
Hammersmith and Fulham,1921,16823,9.73,0.98,0.33,0.04,0,4,3,15,,0.9146342,,16.4,275905,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6495266,16474,13644,17180,15776
Hammersmith and Fulham,1931,17180,9.75,1,0.34,0.03,0,4,0,15,,0.9146342,,16.4,281757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6495266,16823,16474,15776,14486
Hammersmith and Fulham,1941,15776,9.67,0.92,0.31,0.03,0,4,0,15,,0.9146342,,16.4,258720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6495266,17180,16823,14486,12875
Hammersmith and Fulham,1951,14486,9.58,0.84,0.28,0.03,0,4,1,16,,0.9756098,,16.4,237567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6808771,15776,17180,12875,11444
Hammersmith and Fulham,1961,12875,9.46,0.75,0.25,0.03,0,4,0,16,,0.9756098,,16.4,211150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6808771,14486,15776,11444,8818
Hammersmith and Fulham,1971,11444,9.35,0.67,0.22,0.03,0,4,0,16,,0.9756098,,16.4,187682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6808771,12875,14486,8818,9517
Hammersmith and Fulham,1981,8818,9.08,0.51,0.17,0.02,0,4,0,16,,0.9756098,,16.4,144614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6808771,11444,12875,9517,10076
Hammersmith and Fulham,1991,9517,9.16,0.55,0.19,0.02,0,4,0,16,,0.9756098,,16.4,156085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6808771,8818,11444,10076,0
Hammersmith and Fulham,2001,10076,9.22,0.59,0.2,0.02,0,4,0,16,,0.9756098,,16.4,165243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6808771,9517,8818,0,0
Haringey,1801,83,4.42,0.01,0,0,0,29,0,0,,0,,29.59,2448,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,182
Haringey,1811,151,5.02,0.02,0,0,0,29,0,0,,0,,29.59,4481,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,182,210
Haringey,1821,182,5.2,0.02,0,0,0,29,0,0,,0,,29.59,5373,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,83,210,256
Haringey,1831,210,5.35,0.02,0,0,0,29,0,0,,0,,29.59,6201,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,151,256,296
Haringey,1841,256,5.54,0.03,0.01,0,0,29,0,0,,0,,29.59,7571,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,182,296,1171
Haringey,1851,296,5.69,0.03,0.01,0,0,29,0,0,,0,,29.59,8762,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,210,1171,2046
Haringey,1861,1171,7.07,0.12,0.02,0.01,0,29,0,0,,0,,29.59,34651,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,256,2046,2921
Haringey,1871,2046,7.62,0.2,0.04,0.02,0,29,1,1,,0.0337952,,29.59,60541,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332367,1171,296,2921,5360
Haringey,1881,2921,7.98,0.29,0.06,0.02,0,29,0,1,,0.0337952,,29.59,86431,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332367,2046,1171,5360,6902
Haringey,1891,5360,8.59,0.53,0.1,0.03,0,29,0,1,,0.0337952,,29.59,158596,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332367,2921,2046,6902,8888
Haringey,1901,6902,8.84,0.69,0.14,0.03,0,29,0,1,,0.0337952,,29.59,204226,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332367,5360,2921,8888,9460
Haringey,1911,8888,9.09,0.88,0.17,0.04,0,29,0,1,,0.0337952,,29.59,263009,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332367,6902,5360,9460,10069
Haringey,1921,9460,9.15,0.94,0.19,0.04,0,29,0,1,,0.0337952,,29.59,279928,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332367,8888,6902,10069,9589
Haringey,1931,10069,9.22,1,0.2,0.04,0,29,0,1,,0.0337952,,29.59,297936,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332367,9460,8888,9589,9132
Haringey,1941,9589,9.17,0.95,0.19,0.04,0,29,3,4,,0.1351808,,29.59,283737,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267919,10069,9460,9132,8602
Haringey,1951,9132,9.12,0.91,0.18,0.03,0,29,0,4,,0.1351808,,29.59,270214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267919,9589,10069,8602,8105
Haringey,1961,8602,9.06,0.85,0.17,0.03,0,29,0,4,,0.1351808,,29.59,254541,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267919,9132,9589,8105,6848
Haringey,1971,8105,9,0.8,0.16,0.03,0,29,2,6,,0.2027712,,29.59,239833,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1846282,8602,9132,6848,7152
Haringey,1981,6848,8.83,0.68,0.13,0.03,0,29,0,6,,0.2027712,,29.59,202641,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1846282,8105,8602,7152,7317
Haringey,1991,7152,8.88,0.71,0.14,0.03,0,29,0,6,,0.2027712,,29.59,211633,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1846282,6848,8105,7317,0
Haringey,2001,7317,8.9,0.73,0.14,0.03,0,29,0,6,,0.2027712,,29.59,216510,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1846282,7152,6848,0,0
Harrow,1801,64,4.16,0.01,0,0,0,32,0,0,,0,,50.47,3240,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,87
Harrow,1811,79,4.36,0.02,0,0,0,32,0,0,,0,,50.47,3969,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,87,106
Harrow,1821,87,4.46,0.02,0,0,0,32,0,0,,0,,50.47,4383,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,64,106,115
Harrow,1831,106,4.66,0.02,0,0,0,32,0,0,,0,,50.47,5342,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,79,115,118
Harrow,1841,115,4.75,0.03,0,0,0,32,0,0,,0,,50.47,5829,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,87,118,147
Harrow,1851,118,4.77,0.03,0,0,0,32,0,0,,0,,50.47,5980,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,106,147,176
Harrow,1861,147,4.99,0.03,0,0,0,32,0,0,,0,,50.47,7424,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,115,176,204
Harrow,1871,176,5.17,0.04,0,0,0,32,0,0,,0,,50.47,8869,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,118,204,242
Harrow,1881,204,5.32,0.05,0,0,0,32,1,1,,0.0198138,,50.47,10313,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01962,176,147,242,449
Harrow,1891,242,5.49,0.06,0,0,0.01,32,1,2,,0.0396275,,50.47,12231,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388625,204,176,449,833
Harrow,1901,449,6.11,0.1,0.01,0,0,32,0,2,,0.0396275,,50.47,22683,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388625,242,204,833,1277
Harrow,1911,833,6.73,0.19,0.02,0.01,0,32,1,3,,0.0594413,,50.47,42065,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577416,449,242,1277,1955
Harrow,1921,1277,7.15,0.3,0.03,0.01,0,32,3,6,,0.1188825,,50.47,64431,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1123304,833,449,1955,2905
Harrow,1931,1955,7.58,0.45,0.04,0.01,0,32,1,7,,0.1386963,,50.47,98694,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129884,1277,833,2905,4316
Harrow,1941,2905,7.97,0.67,0.06,0.02,0,32,5,12,,0.237765,,50.47,146617,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133074,1955,1277,4316,4169
Harrow,1951,4316,8.37,1,0.08,0.03,0,32,0,12,,0.237765,,50.47,217811,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133074,2905,1955,4169,4028
Harrow,1961,4169,8.34,0.97,0.08,0.03,0,32,0,12,,0.237765,,50.47,210424,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133074,4316,2905,4028,3886
Harrow,1971,4028,8.3,0.93,0.08,0.03,0,32,0,12,,0.237765,,50.47,203309,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133074,4169,4316,3886,4037
